event_id,cumulative_total_tokens,reported_last_total_tokens,observed_delta_total_tokens,cumulative_input,reported_last_input,observed_delta_input,cumulative_cached_input,reported_last_cached_input,observed_delta_cached_input,cumulative_cache_write_input,reported_last_cache_write_input,observed_delta_cache_write_input,cumulative_output,reported_last_output,observed_delta_output,cumulative_reasoning_output,reported_last_reasoning_output,observed_delta_reasoning_output
26076,369098375,241655,241655,366231450,238686,238686,349816832,236288,236288,0,0,0,2866925,2969,2969,1372528,1996,1996
26082,369098375,14016,0,366231450,0,0,349816832,0,0,0,0,0,2866925,0,0,1372528,0,0
26092,369120536,22161,22161,366253371,21921,21921,349828736,11904,11904,0,0,0,2867165,240,240,1372557,29,29
26100,369146461,25925,25925,366278577,25206,25206,349850496,21760,21760,0,0,0,2867884,719,719,1373073,516,516
26108,369181202,34741,34741,366313135,34558,34558,349875584,25088,25088,0,0,0,2868067,183,183,1373088,15,15
26115,369229453,48251,48251,366357104,43969,43969,349910016,34432,34432,0,0,0,2872349,4282,4282,1373488,400,400
26126,369278486,49033,49033,366405382,48278,48278,349953792,43776,43776,0,0,0,2873104,755,755,1373623,135,135
26134,369330275,51789,51789,366456935,51553,51553,350001920,48128,48128,0,0,0,2873340,236,236,1373645,22,22
26142,369393831,63556,63556,366519904,62969,62969,350053248,51328,51328,0,0,0,2873927,587,587,1373690,45,45
26151,369466213,72382,72382,366591688,71784,71784,350116096,62848,62848,0,0,0,2874525,598,598,1373815,125,125
26160,369547974,81761,81761,366673090,81402,81402,350187648,71552,71552,0,0,0,2874884,359,359,1373937,122,122
26172,369643261,95287,95287,366767083,93993,93993,350268928,81280,81280,0,0,0,2876178,1294,1294,1374971,1034,1034
26179,369748005,104744,104744,366871642,104559,104559,350362240,93312,93312,0,0,0,2876363,185,185,1374992,21,21
26187,369861330,113325,113325,366984506,112864,112864,350466688,104448,104448,0,0,0,2876824,461,461,1375195,203,203
26195,369985669,124339,124339,367105998,121492,121492,350579456,112768,112768,0,0,0,2879671,2847,2847,1375711,516,516
26202,370110224,124555,124555,367230361,124363,124363,350700800,121344,121344,0,0,0,2879863,192,192,1375738,27,27
26210,370235359,125135,125135,367355164,124803,124803,350824960,124160,124160,0,0,0,2880195,332,332,1375842,104,104
26218,370367581,132222,132222,367485080,129916,129916,350949632,124672,124672,0,0,0,2882501,2306,2306,1376235,393,393
26229,370501328,133747,133747,367618398,133318,133318,351079424,129792,129792,0,0,0,2882930,429,429,1376278,43,43
26236,370646203,144875,144875,367763081,144683,144683,351212544,133120,133120,0,0,0,2883122,192,192,1376295,17,17
26244,370795310,149107,149107,367911328,148247,148247,351357056,144512,144512,0,0,0,2883982,860,860,1376580,285,285
26253,370945367,150057,150057,368060922,149594,149594,351505152,148096,148096,0,0,0,2884445,463,463,1376851,271,271
26262,371106191,160824,160824,368217533,156611,156611,351654656,149504,149504,0,0,0,2888658,4213,4213,1377453,602,602
26269,371268310,162119,162119,368378386,160853,160853,351810688,156032,156032,0,0,0,2889924,1266,1266,1377834,381,381
26281,371430831,162521,162521,368540603,162217,162217,351971328,160640,160640,0,0,0,2890228,304,304,1377947,113,113
26290,371602695,171864,171864,368711103,170500,170500,352133376,162048,162048,0,0,0,2891592,1364,1364,1378062,115,115
26298,371775791,173096,173096,368883390,172287,172287,352303744,170368,170368,0,0,0,2892401,809,809,1378578,516,516
26307,371961400,185609,185609,369064693,181303,181303,352475904,172160,172160,0,0,0,2896707,4306,4306,1379612,1034,1034
26316,372147566,186166,186166,369250496,185803,185803,352657024,181120,181120,0,0,0,2897070,363,363,1379769,157,157
26324,372342498,194932,194932,369445195,194699,194699,352842624,185600,185600,0,0,0,2897303,233,233,1379800,31,31
26332,372545812,203314,203314,369648280,203085,203085,353037184,194560,194560,0,0,0,2897532,229,229,1379886,86,86
26340,372752905,207093,207093,369854831,206551,206551,353240064,202880,202880,0,0,0,2898074,542,542,1380116,230,230
26349,372968366,215461,215461,370069975,215144,215144,353446016,205952,205952,0,0,0,2898391,317,317,1380283,167,167
26356,373185992,217626,217626,370287506,217531,217531,353661056,215040,215040,0,0,0,2898486,95,95,1380324,41,41
26364,373406042,220050,220050,370507053,219547,219547,353878400,217344,217344,0,0,0,2898989,503,503,1380455,131,131
26373,373629292,223250,223250,370728557,221504,221504,354097792,219392,219392,0,0,0,2900735,1746,1746,1380971,516,516
26381,373859275,229983,229983,370954901,226344,226344,354319104,221312,221312,0,0,0,2904374,3639,3639,1381487,516,516
26390,374090052,230777,230777,371184985,230084,230084,354544896,225792,225792,0,0,0,2905067,693,693,1382003,516,516
26401,374322969,232917,232917,371416075,231090,231090,354774912,230016,230016,0,0,0,2906894,1827,1827,1382664,661,661
26409,374556821,233852,233852,371649682,233607,233607,355005952,231040,231040,0,0,0,2907139,245,245,1382697,33,33
26415,374791524,234703,234703,371884053,234371,234371,355239424,233472,233472,0,0,0,2907471,332,332,1382924,227,227
26429,375027950,236426,236426,372120029,235976,235976,355473664,234240,234240,0,0,0,2907921,450,450,1383104,180,180
26437,375270495,242545,242545,372362275,242246,242246,355709568,235904,235904,0,0,0,2908220,299,299,1383157,53,53
26443,375270495,13332,0,372362275,0,0,355709568,0,0,0,0,0,2908220,0,0,1383157,0,0
26453,375291979,21484,21484,372383579,21304,21304,355721472,11904,11904,0,0,0,2908400,180,180,1383209,52,52
26462,375315207,23228,23228,372406485,22906,22906,355742592,21120,21120,0,0,0,2908722,322,322,1383247,38,38
26470,375350536,35329,35329,372441291,34806,34806,355765376,22784,22784,0,0,0,2909245,523,523,1383261,14,14
26477,375389603,39067,39067,372480238,38947,38947,355800064,34688,34688,0,0,0,2909365,120,120,1383261,0,0
26488,375434596,44993,44993,372524455,44217,44217,355838848,38784,38784,0,0,0,2910141,776,776,1383609,348,348
26497,375491465,56869,56869,372580838,56383,56383,355882880,44032,44032,0,0,0,2910627,486,486,1384026,417,417
26505,375554427,62962,62962,372643484,62646,62646,355939072,56192,56192,0,0,0,2910943,316,316,1384120,94,94
26512,375630201,75774,75774,372716479,72995,72995,356001280,62208,62208,0,0,0,2913722,2779,2779,1384636,516,516
26520,375706662,76461,76461,372792493,76014,76014,356074112,72832,72832,0,0,0,2914169,447,447,1384853,217,217
26528,375794131,87469,87469,372879539,87046,87046,356150016,75904,75904,0,0,0,2914592,423,423,1385075,222,222
26537,375891794,97663,97663,372976324,96785,96785,356236928,86912,86912,0,0,0,2915470,878,878,1385442,367,367
26545,375991124,99330,99330,373075117,98793,98793,356333568,96640,96640,0,0,0,2916007,537,537,1385757,315,315
26552,376096807,105683,105683,373180525,105408,105408,356432256,98688,98688,0,0,0,2916282,275,275,1385804,47,47
26558,376203134,106327,106327,373286797,106272,106272,356537600,105344,105344,0,0,0,2916337,55,55,1385804,0,0
26565,376313831,110697,110697,373397215,110418,110418,356643712,106112,106112,0,0,0,2916616,279,279,1385888,84,84
26575,376425645,111814,111814,373508867,111652,111652,356753536,109824,109824,0,0,0,2916778,162,162,1385915,27,27
26584,376542072,116427,116427,373624896,116029,116029,356865024,111488,111488,0,0,0,2917176,398,398,1386126,211,211
26592,376660521,118449,118449,373742236,117340,117340,356980608,115584,115584,0,0,0,2918285,1109,1109,1386292,166,166
26600,376783971,123450,123450,373860964,118728,118728,357097856,117248,117248,0,0,0,2923007,4722,4722,1386808,516,516
26611,376908267,124296,124296,373984683,123719,123719,357216512,118656,118656,0,0,0,2923584,577,577,1387091,283,283
26620,377036935,128668,128668,374110433,125750,125750,357340160,123648,123648,0,0,0,2926502,2918,2918,1387575,484,484
26629,377167409,130474,130474,374239477,129044,129044,357465856,125696,125696,0,0,0,2927932,1430,1430,1388091,516,516
26636,377299659,132250,132250,374370232,130755,130755,357594880,129024,129024,0,0,0,2929427,1495,1495,1388451,360,360
26643,377433399,133740,133740,374503701,133469,133469,357725568,130688,130688,0,0,0,2929698,271,271,1388660,209,209
26650,377568590,135191,135191,374638475,134774,134774,357858944,133376,133376,0,0,0,2930115,417,417,1388911,251,251
26654,377704030,135440,135440,374773850,135375,135375,357993600,134656,134656,0,0,0,2930180,65,65,1388911,0,0
26668,377841468,137438,137438,374910561,136711,136711,358128896,135296,135296,0,0,0,2930907,727,727,1389384,473,473
26678,377991007,149539,149539,375058901,148340,148340,358265472,136576,136576,0,0,0,2932106,1199,1199,1390418,1034,1034
26686,378149778,158771,158771,375217421,158520,158520,358413696,148224,148224,0,0,0,2932357,251,251,1390450,32,32
26694,378317774,167996,167996,375385052,167631,167631,358572160,158464,158464,0,0,0,2932722,365,365,1390507,57,57
26718,378499556,181782,181782,375562422,177370,177370,358739712,167552,167552,0,0,0,2937134,4412,4412,1394649,4142,4142
26730,378692777,193221,193221,375754274,191852,191852,358916992,177280,177280,0,0,0,2938503,1369,1369,1395848,1199,1199
26741,378899471,206694,206694,375958152,203878,203878,359108736,191744,191744,0,0,0,2941319,2816,2816,1397400,1552,1552
26753,379107949,208478,208478,376164916,206764,206764,359312512,203776,203776,0,0,0,2943033,1714,1714,1398952,1552,1552
26760,379325221,217272,217272,376381894,216978,216978,359519232,206720,206720,0,0,0,2943327,294,294,1399028,76,76
26776,379550459,225238,225238,376605277,223383,223383,359736192,216960,216960,0,0,0,2945182,1855,1855,1400657,1629,1629
26783,379784876,234417,234417,376839277,234000,234000,359959552,223360,223360,0,0,0,2945599,417,417,1400674,17,17
26791,380024273,239397,239397,377076026,236749,236749,360193536,233984,233984,0,0,0,2948247,2648,2648,1401190,516,516
26799,380264069,239796,239796,377315640,239614,239614,360430208,236672,236672,0,0,0,2948429,182,182,1401209,19,19
26808,380506289,242220,242220,377557478,241838,241838,360669696,239488,239488,0,0,0,2948811,382,382,1401393,184,184
26814,380506289,13192,0,377557478,0,0,360669696,0,0,0,0,0,2948811,0,0,1401393,0,0
26825,380527476,21187,21187,377578394,20916,20916,360681600,11904,11904,0,0,0,2949082,271,271,1401450,57,57
26832,380550337,22861,22861,377600976,22582,22582,360702336,20736,20736,0,0,0,2949361,279,279,1401450,0,0
26840,380584818,34481,34481,377634834,33858,33858,360724736,22400,22400,0,0,0,2949984,623,623,1401871,421,421
26849,380635293,50475,50475,377681518,46684,46684,360758400,33664,33664,0,0,0,2953775,3791,3791,1401920,49,49
26857,380688547,53254,53254,377732017,50499,50499,360804864,46464,46464,0,0,0,2956530,2755,2755,1402435,515,515
26864,380743183,54636,54636,377785882,53865,53865,360855168,50304,50304,0,0,0,2957301,771,771,1402557,122,122
26876,380798433,55250,55250,377840578,54696,54696,360908800,53632,53632,0,0,0,2957855,554,554,1402584,27,27
26881,380858131,59698,59698,377898892,58314,58314,360963328,54528,54528,0,0,0,2959239,1384,1384,1402584,0,0
26892,380921375,63244,63244,377959077,60185,60185,361021568,58240,58240,0,0,0,2962298,3059,3059,1403487,903,903
26901,380987012,65637,65637,378023997,64920,64920,361081600,60032,60032,0,0,0,2963015,717,717,1403538,51,51
26911,381054017,67005,67005,378090801,66804,66804,361146368,64768,64768,0,0,0,2963216,201,201,1403565,27,27
26919,381123492,69475,69475,378159153,68352,68352,361213056,66688,66688,0,0,0,2964339,1123,1123,1403799,234,234
26926,381194122,70630,70630,378229676,70523,70523,361281280,68224,68224,0,0,0,2964446,107,107,1403851,52,52
26936,381266136,72014,72014,378301002,71326,71326,361351680,70400,70400,0,0,0,2965134,688,688,1404306,455,455
26944,381348822,82686,82686,378383487,82485,82485,361422848,71168,71168,0,0,0,2965335,201,201,1404326,20,20
26952,381442517,93695,93695,378476976,93489,93489,361505280,82432,82432,0,0,0,2965541,206,206,1404368,42,42
26960,381546155,103638,103638,378580423,103447,103447,361598720,93440,93440,0,0,0,2965732,191,191,1404417,49,49
26978,381654423,108268,108268,378685456,105033,105033,361702016,103296,103296,0,0,0,2968967,3235,3235,1407425,3008,3008
26988,381771535,117112,117112,378802193,116737,116737,361806976,104960,104960,0,0,0,2969342,375,375,1407542,117,117
26996,381898165,126630,126630,378928383,126190,126190,361923584,116608,116608,0,0,0,2969782,440,440,1407566,24,24
27004,382033479,135314,135314,379063557,135174,135174,362049664,126080,126080,0,0,0,2969922,140,140,1407607,41,41
27031,382188436,154957,154957,379212062,148505,148505,362184704,135040,135040,0,0,0,2976374,6452,6452,1413303,5696,5696
27042,382343811,155375,155375,379367101,155039,155039,362333056,148352,148352,0,0,0,2976710,336,336,1413359,56,56
27053,382511802,167991,167991,379534006,166905,166905,362487936,154880,154880,0,0,0,2977796,1086,1086,1414267,908,908
27061,382688703,176901,176901,379710686,176680,176680,362654720,166784,166784,0,0,0,2978017,221,221,1414295,28,28
27069,382870784,182081,182081,379892536,181850,181850,362830976,176256,176256,0,0,0,2978248,231,231,1414353,58,58
27076,383061277,190493,190493,380082815,190279,190279,363012352,181376,181376,0,0,0,2978462,214,214,1414470,117,117
27085,383257295,196018,196018,380275721,192906,192906,363202432,190080,190080,0,0,0,2981574,3112,3112,1415504,1034,1034
27095,383454809,197514,197514,380471767,196046,196046,363395200,192768,192768,0,0,0,2983042,1468,1468,1416058,554,554
27103,383653999,199190,199190,380670847,199080,199080,363591168,195968,195968,0,0,0,2983152,110,110,1416090,32,32
27113,383854642,200643,200643,380870683,199836,199836,363790080,198912,198912,0,0,0,2983959,807,807,1416164,74,74
27121,384058161,203519,203519,381071421,200738,200738,363989760,199680,199680,0,0,0,2986740,2781,2781,1416280,116,116
27133,384264519,206358,206358,381275408,203987,203987,364190336,200576,200576,0,0,0,2989111,2371,2371,1417399,1119,1119
27142,384474613,210094,210094,381482156,206748,206748,364394240,203904,203904,0,0,0,2992457,3346,3346,1418407,1008,1008
27150,384685791,211178,211178,381692284,210128,210128,364600832,206592,206592,0,0,0,2993507,1050,1050,1418681,274,274
27160,384897879,212088,212088,381904070,211786,211786,364810880,210048,210048,0,0,0,2993809,302,302,1418777,96,96
27171,385112353,214474,214474,382116582,212512,212512,365022464,211584,211584,0,0,0,2995771,1962,1962,1419811,1034,1034
27180,385329046,216693,216693,382332549,215967,215967,365234816,212352,212352,0,0,0,2996497,726,726,1420447,636,636
27192,385557333,228287,228287,382559386,226837,226837,365450624,215808,215808,0,0,0,2997947,1450,1450,1421717,1270,1270
27213,385798651,241318,241318,382796752,237366,237366,365677312,226688,226688,0,0,0,3001899,3952,3952,1425522,3805,3805
27222,386041719,243068,243068,383038576,241824,241824,365914496,237184,237184,0,0,0,3003143,1244,1244,1426556,1034,1034
27226,386284973,243254,243254,383281737,243161,243161,366156160,241664,241664,0,0,0,3003236,93,93,1426556,0,0
27238,386529719,244746,244746,383526262,244525,244525,366399232,243072,243072,0,0,0,3003457,221,221,1426556,0,0
27244,386529719,13401,0,383526262,0,0,366399232,0,0,0,0,0,3003457,0,0,1426556,0,0
27255,386551254,21535,21535,383547577,21315,21315,366411136,11904,11904,0,0,0,3003677,220,220,1426631,75,75
27264,386582666,31412,31412,383578765,31188,31188,366432256,21120,21120,0,0,0,3003901,224,224,1426670,39,39
27273,386617000,34334,34334,383612749,33984,33984,366463232,30976,30976,0,0,0,3004251,350,350,1426748,78,78
27285,386664069,47069,47069,383658548,45799,45799,366497024,33792,33792,0,0,0,3005521,1270,1270,1427782,1034,1034
27292,386719591,55522,55522,383713684,55136,55136,366542592,45568,45568,0,0,0,3005907,386,386,1428070,288,288
27301,386784896,65305,65305,383775636,61952,61952,366597504,54912,54912,0,0,0,3009260,3353,3353,1428980,910,910
27308,386850444,65548,65548,383840969,65333,65333,366659328,61824,61824,0,0,0,3009475,215,215,1429066,86,86
27320,386917221,66777,66777,383906576,65607,65607,366724480,65152,65152,0,0,0,3010645,1170,1170,1430100,1034,1034
27328,386985368,68147,68147,383974369,67793,67793,366789888,65408,65408,0,0,0,3010999,354,354,1430164,64,64
27335,387056401,71033,71033,384042607,68238,68238,366857472,67584,67584,0,0,0,3013794,2795,2795,1430164,0,0
27342,387129236,72835,72835,384114884,72277,72277,366925568,68096,68096,0,0,0,3014352,558,558,1430344,180,180
27349,387202738,73502,73502,384187780,72896,72896,366997632,72064,72064,0,0,0,3014958,606,606,1430860,516,516
27361,387278640,75902,75902,384262490,74710,74710,367070336,72704,72704,0,0,0,3016150,1192,1192,1431894,1034,1034
27368,387358844,80204,80204,384339811,77321,77321,367144832,74496,74496,0,0,0,3019033,2883,2883,1431953,59,59
27375,387440068,81224,81224,384420040,80229,80229,367222016,77184,77184,0,0,0,3020028,995,995,1432282,329,329
27383,387521991,81923,81923,384501358,81318,81318,367302016,80000,80000,0,0,0,3020633,605,605,1432743,461,461
27394,387604956,82965,82965,384583523,82165,82165,367383168,81152,81152,0,0,0,3021433,800,800,1432816,73,73
27402,387688340,83384,83384,384666602,83079,83079,367465216,82048,82048,0,0,0,3021738,305,305,1432826,10,10
27409,387773035,84695,84695,384751002,84400,84400,367548160,82944,82944,0,0,0,3022033,295,295,1432899,73,73
27413,387857906,84871,84871,384835802,84800,84800,367632384,84224,84224,0,0,0,3022104,71,71,1432899,0,0
27425,387944279,86373,86373,384921944,86142,86142,367716992,84608,84608,0,0,0,3022335,231,231,1432899,0,0
27437,388041377,97098,97098,385017396,95452,95452,367803008,86016,86016,0,0,0,3023981,1646,1646,1434356,1457,1457
27447,388152019,110642,110642,385127232,109836,109836,367898240,95232,95232,0,0,0,3024787,806,806,1435009,653,653
27455,388272758,120739,120739,385247638,120406,120406,368007936,109696,109696,0,0,0,3025120,333,333,1435044,35,35
27463,388401796,129038,129038,385376458,128820,128820,368128128,120192,120192,0,0,0,3025338,218,218,1435088,44,44
27475,388543147,141351,141351,385516538,140080,140080,368256768,128640,128640,0,0,0,3026609,1271,1271,1435991,903,903
27485,388689574,146427,146427,385662178,145640,145640,368396672,139904,139904,0,0,0,3027396,787,787,1436664,673,673
27492,388847155,157581,157581,385819660,157482,157482,368542080,145408,145408,0,0,0,3027495,99,99,1436684,20,20
27511,389014708,167553,167553,385983532,163872,163872,368699392,157312,157312,0,0,0,3031176,3681,3681,1440244,3560,3560
27519,389184687,169979,169979,386153333,169801,169801,368863104,163712,163712,0,0,0,3031354,178,178,1440275,31,31
27528,389364065,179378,179378,386331517,178184,178184,369032704,169600,169600,0,0,0,3032548,1194,1194,1441279,1004,1004
27540,389547337,183272,183272,386511668,180151,180151,369210752,178048,178048,0,0,0,3035669,3121,3121,1442074,795,795
27553,389732616,185279,185279,386695003,183335,183335,369390720,179968,179968,0,0,0,3037613,1944,1944,1443626,1552,1552
27561,389926917,194301,194301,386889118,194115,194115,369573888,183168,183168,0,0,0,3037799,186,186,1443645,19,19
27581,390128476,201559,201559,387085285,196167,196167,369767808,193920,193920,0,0,0,3043191,5392,5392,1447269,3624,3624
27594,390332488,204012,204012,387286942,201657,201657,369963776,195968,195968,0,0,0,3045546,2355,2355,1449183,1914,1914
27602,390540752,208264,208264,387494636,207694,207694,370165248,201472,201472,0,0,0,3046116,570,570,1449452,269,269
27612,390754206,213454,213454,387704233,209597,209597,370372736,207488,207488,0,0,0,3049973,3857,3857,1450426,974,974
27620,390968220,214014,214014,387917716,213483,213483,370582144,209408,209408,0,0,0,3050504,531,531,1450727,301,301
27633,391185408,217188,217188,388134447,216731,216731,370795392,213248,213248,0,0,0,3050961,457,457,1450795,68,68
27642,391403008,217600,217600,388351909,217462,217462,371011968,216576,216576,0,0,0,3051099,138,138,1450810,15,15
27651,391627932,224924,224924,388575402,223493,223493,371229312,217344,217344,0,0,0,3052530,1431,1431,1451275,465,465
27658,391856617,228685,228685,388803887,228485,228485,371452416,223104,223104,0,0,0,3052730,200,200,1451357,82,82
27665,392087718,231101,231101,389034798,230911,230911,371680768,228352,228352,0,0,0,3052920,190,190,1451370,13,13
27680,392323993,236275,236275,389266983,232185,232185,371911552,230784,230784,0,0,0,3057010,4090,4090,1453915,2545,2545
27691,392564474,240481,240481,389503326,236343,236343,372143616,232064,232064,0,0,0,3061148,4138,4138,1454949,1034,1034
27699,392806136,241662,241662,389744328,241002,241002,372379776,236160,236160,0,0,0,3061808,660,660,1455267,318,318
27705,393050114,243978,243978,389988127,243799,243799,372620672,240896,240896,0,0,0,3061987,179,179,1455288,21,21
27713,393295196,245082,245082,390233056,244929,244929,372864384,243712,243712,0,0,0,3062140,153,153,1455313,25,25
27719,393295196,13360,0,390233056,0,0,372864384,0,0,0,0,0,3062140,0,0,1455313,0,0
27725,393315986,20790,20790,390253786,20730,20730,372876288,11904,11904,0,0,0,3062200,60,60,1455313,0,0
27738,393337880,21894,21894,390275456,21670,21670,372896896,20608,20608,0,0,0,3062424,224,224,1455332,19,19
27742,393366772,28892,28892,390304206,28750,28750,372918400,21504,21504,0,0,0,3062566,142,142,1455332,0,0
27753,393396000,29228,29228,390333176,28970,28970,372946944,28544,28544,0,0,0,3062824,258,258,1455380,48,48
27760,393430619,34619,34619,390366335,33159,33159,372975744,28800,28800,0,0,0,3064284,1460,1460,1455522,142,142
27767,393465491,34872,34872,390400978,34643,34643,373008768,33024,33024,0,0,0,3064513,229,229,1455522,0,0
27782,393503311,37820,37820,390438277,37299,37299,373043200,34432,34432,0,0,0,3065034,521,521,1455724,202,202
27788,393552810,49499,49499,390487672,49395,49395,373080320,37120,37120,0,0,0,3065138,104,104,1455724,0,0
27800,393603923,51113,51113,390538232,50560,50560,373129600,49280,49280,0,0,0,3065691,553,553,1456075,351,351
27810,393658359,54436,54436,390592158,53926,53926,373180032,50432,50432,0,0,0,3066201,510,510,1456149,74,74
27819,393715079,56720,56720,390648052,55894,55894,373233792,53760,53760,0,0,0,3067027,826,826,1456626,477,477
27827,393774266,59187,59187,390705245,57193,57193,373289472,55680,55680,0,0,0,3069021,1994,1994,1456909,283,283
27834,393835721,61455,61455,390764492,59247,59247,373346432,56960,56960,0,0,0,3071229,2208,2208,1457275,366,366
27843,393897893,62172,62172,390826010,61518,61518,373405440,59008,59008,0,0,0,3071883,654,654,1457791,516,516
27849,393897893,62172,0,390826010,61518,0,373405440,59008,0,0,0,0,3071883,654,0,1457791,516,0
27854,393962354,64461,64461,390888904,62894,62894,373468032,62592,62592,0,0,0,3073450,1567,1567,1457791,0,0
27861,394027267,64913,64913,390953646,64742,64742,373530752,62720,62720,0,0,0,3073621,171,171,1457830,39,39
27869,394094739,67472,67472,391019069,65423,65423,373595264,64512,64512,0,0,0,3075670,2049,2049,1458346,516,516
27876,394162637,67898,67898,391086818,67749,67749,373660544,65280,65280,0,0,0,3075819,149,149,1458356,10,10
27886,394234211,71574,71574,391155115,68297,68297,373728128,67584,67584,0,0,0,3079096,3277,3277,1458638,282,282
27894,394306183,71972,71972,391226757,71642,71642,373796224,68096,68096,0,0,0,3079426,330,330,1458892,254,254
27901,394378682,72499,72499,391299207,72450,72450,373867648,71424,71424,0,0,0,3079475,49,49,1458904,12,12
27910,394452283,73601,73601,391371859,72652,72652,373939968,72320,72320,0,0,0,3080424,949,949,1459020,116,116
27917,394526103,73820,73820,391445557,73698,73698,374012416,72448,72448,0,0,0,3080546,122,122,1459070,50,50
27930,394601159,75056,75056,391519523,73966,73966,374085888,73472,73472,0,0,0,3081636,1090,1090,1459920,850,850
27937,394678492,77333,77333,391596220,76697,76697,374159616,73728,73728,0,0,0,3082272,636,636,1460436,516,516
27945,394756259,77767,77767,391673763,77543,77543,374236160,76544,76544,0,0,0,3082496,224,224,1460569,133,133
27953,394835461,79202,79202,391751849,78086,78086,374313472,77312,77312,0,0,0,3083612,1116,1116,1460617,48,48
27964,394915326,79865,79865,391831204,79355,79355,374391424,77952,77952,0,0,0,3084122,510,510,1460830,213,213
27971,394997527,82201,82201,391913314,82110,82110,374470656,79232,79232,0,0,0,3084213,91,91,1460866,36,36
27978,395082109,84582,84582,391997568,84254,84254,374552576,81920,81920,0,0,0,3084541,328,328,1460969,103,103
27985,395167006,84897,84897,392082261,84693,84693,374636672,84096,84096,0,0,0,3084745,204,204,1461131,162,162
27989,395252060,85054,85054,392167249,84988,84988,374721152,84480,84480,0,0,0,3084811,66,66,1461131,0,0
28003,395338602,86542,86542,392253574,86325,86325,374806016,84864,84864,0,0,0,3085028,217,217,1461131,0,0
28017,395430420,91818,91818,392343941,90367,90367,374892160,86144,86144,0,0,0,3086479,1451,1451,1462423,1292,1292
28029,395525477,95057,95057,392438725,94784,94784,374982400,90240,90240,0,0,0,3086752,273,273,1462468,45,45
28037,395630967,105490,105490,392544011,105286,105286,375076992,94592,94592,0,0,0,3086956,204,204,1462560,92,92
28049,395750781,119814,119814,392662133,118122,118122,375182080,105088,105088,0,0,0,3088648,1692,1692,1464112,1552,1552
28055,395879238,128457,128457,392789950,127817,127817,375299968,117888,117888,0,0,0,3089288,640,640,1464628,516,516
28068,396008811,129573,129573,392918599,128649,128649,375427584,127616,127616,0,0,0,3090212,924,924,1465345,717,717
28075,396139240,130429,130429,393048602,130003,130003,375556096,128512,128512,0,0,0,3090638,426,426,1465553,208,208
28083,396273407,134167,134167,393182428,133826,133826,375685888,129792,129792,0,0,0,3090979,341,341,1465757,204,204
28100,396412716,139309,139309,393316812,134384,134384,375819520,133632,133632,0,0,0,3095904,4925,4925,1468073,2316,2316
28112,396554699,141983,141983,393456157,139345,139345,375953664,134144,134144,0,0,0,3098542,2638,2638,1469625,1552,1552
28122,396697743,143044,143044,393598247,142090,142090,376092800,139136,139136,0,0,0,3099496,954,954,1470459,834,834
28132,396843972,146229,146229,393741872,143625,143625,376234752,141952,141952,0,0,0,3102100,2604,2604,1471419,960,960
28141,396992704,148732,148732,393888393,146521,146521,376378240,143488,143488,0,0,0,3104311,2211,2211,1471864,445,445
28149,397141591,148887,148887,394037189,148796,148796,376524544,146304,146304,0,0,0,3104402,91,91,1471877,13,13
28155,397291146,149555,149555,394186612,149423,149423,376673152,148608,148608,0,0,0,3104534,132,132,1471877,0,0
28167,397447635,156489,156489,394341743,155131,155131,376822400,149248,149248,0,0,0,3105892,1358,1358,1472911,1034,1034
28175,397604772,157137,157137,394498746,157003,157003,376977408,155008,155008,0,0,0,3106026,134,134,1472972,61,61
28193,397769667,164895,164895,394659886,161140,161140,377134208,156800,156800,0,0,0,3109781,3755,3755,1475071,2099,2099
28202,397937305,167638,167638,394825085,165199,165199,377294848,160640,160640,0,0,0,3112220,2439,2439,1475587,516,516
28210,398105772,168467,168467,394993024,167939,167939,377459968,165120,165120,0,0,0,3112748,528,528,1475884,297,297
28220,398276185,170413,170413,395162207,169183,169183,377627776,167808,167808,0,0,0,3113978,1230,1230,1475918,34,34
28230,398447575,171390,171390,395332781,170574,170574,377796864,169088,169088,0,0,0,3114794,816,816,1476601,683,683
28239,398621340,173765,173765,395504436,171655,171655,377967360,170496,170496,0,0,0,3116904,2110,2110,1477362,761,761
28255,398796836,175496,175496,395678264,173828,173828,378139008,171648,171648,0,0,0,3118572,1668,1668,1478773,1411,1411
28263,398977265,180429,180429,395855993,177729,177729,378312704,173696,173696,0,0,0,3121272,2700,2700,1479289,516,516
28270,399158204,180939,180939,396036485,180492,180492,378490368,177664,177664,0,0,0,3121719,447,447,1479611,322,322
28281,399339933,181729,181729,396217844,181359,181359,378670848,180480,180480,0,0,0,3122089,370,370,1479763,152,152
28287,399522777,182844,182844,396400630,182786,182786,378852096,181248,181248,0,0,0,3122147,58,58,1479779,16,16
28297,399709307,186530,186530,396583752,183122,183122,379034752,182656,182656,0,0,0,3125555,3408,3408,1480710,931,931
28303,399896384,187077,187077,396770356,186604,186604,379217792,183040,183040,0,0,0,3126028,473,473,1481055,345,345
28317,400084591,188207,188207,396957546,187190,187190,379404288,186496,186496,0,0,0,3127045,1017,1017,1481888,833,833
28325,400274730,190139,190139,397146219,188673,188673,379591424,187136,187136,0,0,0,3128511,1466,1466,1482236,348,348
28334,400465466,190736,190736,397336506,190287,190287,379779968,188544,188544,0,0,0,3128960,449,449,1482411,175,175
28343,400656650,191184,191184,397527371,190865,190865,379970176,190208,190208,0,0,0,3129279,319,319,1482625,214,214
