event_id,cumulative_total_tokens,reported_last_total_tokens,observed_delta_total_tokens,cumulative_input,reported_last_input,observed_delta_input,cumulative_cached_input,reported_last_cached_input,observed_delta_cached_input,cumulative_cache_write_input,reported_last_cache_write_input,observed_delta_cache_write_input,cumulative_output,reported_last_output,observed_delta_output,cumulative_reasoning_output,reported_last_reasoning_output,observed_delta_reasoning_output
6389,88162073,125474,125474,87429799,125255,125255,82751616,115712,115712,0,0,0,732274,219,219,333126,31,31
6411,88296662,134589,134589,87560534,130735,130735,82876672,125056,125056,0,0,0,736128,3854,3854,336680,3554,3554
6429,88441631,144969,144969,87702155,141621,141621,83007232,130560,130560,0,0,0,739476,3348,3348,339745,3065,3065
6437,88595522,153891,153891,87855848,153693,153693,83148672,141440,141440,0,0,0,739674,198,198,339761,16,16
6445,88753898,158376,158376,88013762,157914,157914,83302272,153600,153600,0,0,0,740136,462,462,340009,248,248
6464,88920651,166753,166753,88176432,162670,162670,83459712,157440,157440,0,0,0,744219,4083,4083,343083,3074,3074
6472,89087676,167025,167025,88343288,166856,166856,83622272,162560,162560,0,0,0,744388,169,169,343099,16,16
6482,89255858,168182,168182,88510666,167378,167378,83789056,166784,166784,0,0,0,745192,804,804,343818,719,719
6494,89426896,171038,171038,88680303,169637,169637,83956352,167296,167296,0,0,0,746593,1401,1401,344993,1175,1175
6504,89604643,177747,177747,88856916,176613,176613,84125824,169472,169472,0,0,0,747727,1134,1134,345999,1006,1006
6514,89788388,183745,183745,89035951,179035,179035,84182912,57088,57088,0,0,0,752437,4710,4710,347019,1020,1020
6522,89973019,184631,184631,89219931,183980,183980,84361856,178944,178944,0,0,0,753088,651,651,347245,226,226
6532,90158031,185012,185012,89404708,184777,184777,84545792,183936,183936,0,0,0,753323,235,235,347295,50,50
6540,90344142,186111,186111,89590075,185367,185367,84730496,184704,184704,0,0,0,754067,744,744,347811,516,516
6550,90534367,190225,190225,89776369,186294,186294,84915712,185216,185216,0,0,0,757998,3931,3931,348800,989,989
6561,90726319,191952,191952,89966873,190504,190504,85101952,186240,186240,0,0,0,759446,1448,1448,350151,1351,1351
6571,90920745,194426,194426,90159318,192445,192445,85292288,190336,190336,0,0,0,761427,1981,1981,350282,131,131
6579,91117373,196628,196628,90353942,194624,194624,85484672,192384,192384,0,0,0,763431,2004,2004,350603,321,321
6587,91314245,196872,196872,90550629,196687,196687,85679232,194560,194560,0,0,0,763616,185,185,350661,58,58
6595,91512461,198216,198216,90747854,197225,197225,85875840,196608,196608,0,0,0,764607,991,991,350951,290,290
6603,91713265,200804,200804,90947153,199299,199299,86072960,197120,197120,0,0,0,766112,1505,1505,351388,437,437
6621,91918069,204804,204804,91148501,201348,201348,86272128,199168,199168,0,0,0,769568,3456,3456,354636,3248,3248
6631,92124319,206250,206250,91353368,204867,204867,86473344,201216,201216,0,0,0,770951,1383,1383,354662,26,26
6642,92333391,209072,209072,91559842,206474,206474,86678144,204800,204800,0,0,0,773549,2598,2598,355696,1034,1034
6657,92545521,212130,212130,91769378,209536,209536,86884480,206336,206336,0,0,0,776143,2594,2594,358216,2520,2520
6669,92759337,213816,213816,91981849,212471,212471,87093888,209408,209408,0,0,0,777488,1345,1345,359250,1034,1034
6675,92973457,214120,214120,92195853,214004,214004,87306240,212352,212352,0,0,0,777604,116,116,359268,18,18
6689,93189103,215646,215646,92411244,215391,215391,87520128,213888,213888,0,0,0,777859,255,255,359347,79,79
6697,93407043,217940,217940,92628981,217737,217737,87735424,215296,215296,0,0,0,778062,203,203,359377,30,30
6706,93635945,228902,228902,92856775,227794,227794,87953024,217600,217600,0,0,0,779170,1108,1108,360283,906,906
6735,93873229,237284,237284,93088237,231462,231462,88180736,227712,227712,0,0,0,784992,5822,5822,365850,5567,5567
6742,93873229,17008,0,93088237,0,0,88180736,0,0,0,0,0,784992,0,0,365850,0,0
6752,93898639,25410,25410,93113450,25213,25213,88192640,11904,11904,0,0,0,785189,197,197,365890,40,40
6760,93925961,27322,27322,93140556,27106,27106,88217728,25088,25088,0,0,0,785405,216,216,365890,0,0
6772,93960204,34243,34243,93174117,33561,33561,88244608,26880,26880,0,0,0,786087,682,682,366305,415,415
6778,93996828,36624,36624,93210587,36470,36470,88256512,11904,11904,0,0,0,786241,154,154,366305,0,0
6785,94044737,47909,47909,93257341,46754,46754,88289920,33408,33408,0,0,0,787396,1155,1155,366323,18,18
6793,94093391,48654,48654,93305757,48416,48416,88336512,46592,46592,0,0,0,787634,238,238,366364,41,41
6807,94154974,61583,61583,93365735,59978,59978,88372864,36352,36352,0,0,0,789239,1605,1605,367708,1344,1344
6821,94229815,74841,74841,93438348,72613,72613,88432640,59776,59776,0,0,0,791467,2228,2228,369744,2036,2036
6830,94311272,81457,81457,93519310,80962,80962,88505088,72448,72448,0,0,0,791962,495,495,370068,324,324
6844,94401225,89953,89953,93607916,88606,88606,88585856,80768,80768,0,0,0,793309,1347,1347,371243,1175,1175
6850,94496809,95584,95584,93703406,95490,95490,88674304,88448,88448,0,0,0,793403,94,94,371243,0,0
6857,94598320,101511,101511,93800959,97553,97553,88769664,95360,95360,0,0,0,797361,3958,3958,371256,13,13
6864,94700041,101721,101721,93902494,101535,101535,88867072,97408,97408,0,0,0,797547,186,186,371297,41,41
6874,94806212,106171,106171,94008443,105949,105949,88968448,101376,101376,0,0,0,797769,222,222,371320,23,23
6882,94916082,109870,109870,94117760,109317,109317,89074304,105856,105856,0,0,0,798322,553,553,371716,396,396
6889,95034534,118452,118452,94234053,116293,116293,89183488,109184,109184,0,0,0,800481,2159,2159,371919,203,203
6898,95153390,118856,118856,94352564,118511,118511,89299584,116096,116096,0,0,0,800826,345,345,372131,212,212
6907,95275939,122549,122549,94473161,120597,120597,89417984,118400,118400,0,0,0,802778,1952,1952,372301,170,170
6915,95398980,123041,123041,94596000,122839,122839,89538432,120448,120448,0,0,0,802980,202,202,372357,56,56
6932,95526406,127426,127426,94719562,123562,123562,89661184,122752,122752,0,0,0,806844,3864,3864,375185,2828,2828
6941,95654672,128266,128266,94847059,127497,127497,89784576,123392,123392,0,0,0,807613,769,769,375684,499,499
6949,95785377,130705,130705,94976141,129082,129082,89911936,127360,127360,0,0,0,809236,1623,1623,376330,646,646
6957,95916408,131031,131031,95106904,130763,130763,90040832,128896,128896,0,0,0,809504,268,268,376402,72,72
6973,96049321,132913,132913,95238612,131708,131708,90171392,130560,130560,0,0,0,810709,1205,1205,377096,694,694
6985,96185422,136101,136101,95371774,133162,133162,90302976,131584,131584,0,0,0,813648,2939,2939,378206,1110,1110
6994,96322481,137059,137059,95507942,136168,136168,90435968,132992,132992,0,0,0,814539,891,891,378401,195,195
7006,96463719,141238,141238,95645564,137622,137622,90572032,136064,136064,0,0,0,818155,3616,3616,379839,1438,1438
7013,96606081,142362,142362,95787318,141754,141754,90709504,137472,137472,0,0,0,818763,608,608,380355,516,516
7021,96750979,144898,144898,95930509,143191,143191,90851072,141568,141568,0,0,0,820470,1707,1707,380871,516,516
7027,96896179,145200,145200,96075524,145015,145015,90994176,143104,143104,0,0,0,820655,185,185,380960,89,89
7041,97042955,146776,146776,96221997,146473,146473,91139072,144896,144896,0,0,0,820958,303,303,381029,69,69
7061,97199508,156553,156553,96374882,152885,152885,91285376,146304,146304,0,0,0,824626,3668,3668,384502,3473,3473
7073,97366345,166837,166837,96539974,165092,165092,91438080,152704,152704,0,0,0,826371,1745,1745,386054,1552,1552
7085,97539807,173462,173462,96712212,172238,172238,91603072,164992,164992,0,0,0,827595,1224,1224,387066,1012,1012
7098,97718465,178658,178658,96889493,177281,177281,91775232,172160,172160,0,0,0,828972,1377,1377,388291,1225,1225
7104,97901655,183190,183190,97071688,182195,182195,91952384,177152,177152,0,0,0,829967,995,995,388755,464,464
7112,98085417,183762,183762,97254936,183248,183248,92134400,182016,182016,0,0,0,830481,514,514,389118,363,363
7123,98274412,188995,188995,97443596,188660,188660,92317568,183168,183168,0,0,0,830816,335,335,389160,42,42
7131,98468544,194132,194132,97637223,193627,193627,92506112,188544,188544,0,0,0,831321,505,505,389391,231,231
7144,98668249,199705,199705,97834765,197542,197542,92699648,193536,193536,0,0,0,833484,2163,2163,391461,2070,2070
7162,98874575,206326,206326,98038003,203238,203238,92897024,197376,197376,0,0,0,836572,3088,3088,394413,2952,2952
7176,99088259,213684,213684,98249728,211725,211725,93100160,203136,203136,0,0,0,838531,1959,1959,396162,1749,1749
7185,99307088,218829,218829,98468259,218531,218531,93311744,211584,211584,0,0,0,838829,298,298,396247,85,85
7192,99533703,226615,226615,98694670,226411,226411,93530112,218368,218368,0,0,0,839033,204,204,396278,31,31
7200,99762982,229279,229279,98923759,229089,229089,93756032,225920,225920,0,0,0,839223,190,190,396330,52,52
7208,99998367,235385,235385,99158858,235099,235099,93985024,228992,228992,0,0,0,839509,286,286,396398,68,68
7216,100239098,240731,240731,99399266,240408,240408,94220032,235008,235008,0,0,0,839832,323,323,396441,43,43
7229,100487770,248672,248672,99644262,244996,244996,94460416,240384,240384,0,0,0,843508,3676,3676,397714,1273,1273
7235,100487770,15772,0,99644262,0,0,94460416,0,0,0,0,0,843508,0,0,397714,0,0
7246,100512098,24328,24328,99668263,24001,24001,94472320,11904,11904,0,0,0,843835,327,327,397760,46,46
7254,100540278,28180,28180,99696164,27901,27901,94484224,11904,11904,0,0,0,844114,279,279,397760,0,0
7264,100579052,38774,38774,99734556,38392,38392,94512000,27776,27776,0,0,0,844496,382,382,397899,139,139
7272,100622168,43116,43116,99776737,42181,42181,94550272,38272,38272,0,0,0,845431,935,935,398344,445,445
7277,100669670,47502,47502,99822915,46178,46178,94592256,41984,41984,0,0,0,846755,1324,1324,398344,0,0
7284,100718004,48334,48334,99870928,48013,48013,94638208,45952,45952,0,0,0,847076,321,321,398433,89,89
7292,100773088,55084,55084,99925695,54767,54767,94686080,47872,47872,0,0,0,847393,317,317,398573,140,140
7304,100841045,67957,67957,99992393,66698,66698,94740608,54528,54528,0,0,0,848652,1259,1259,399607,1034,1034
7317,100921956,80911,80911,100071712,79319,79319,94807168,66560,66560,0,0,0,850244,1592,1592,401083,1476,1476
7325,101013901,91945,91945,100163261,91549,91549,94886272,79104,79104,0,0,0,850640,396,396,401314,231,231
7343,101120386,106485,106485,100266446,103185,103185,94977664,91392,91392,0,0,0,853940,3300,3300,404420,3106,3106
7360,101233866,113480,113480,100377666,111220,111220,95080704,103040,103040,0,0,0,856200,2260,2260,406387,1967,1967
7378,101357733,123867,123867,100498611,120945,120945,95191808,111104,111104,0,0,0,859122,2922,2922,409117,2730,2730
7394,101490051,132318,132318,100628539,129928,129928,95312256,120448,120448,0,0,0,861512,2390,2390,411269,2152,2152
7401,101633445,143394,143394,100769493,140954,140954,95442048,129792,129792,0,0,0,863952,2440,2440,411388,119,119
7411,101780622,147177,147177,100913018,143525,143525,95582848,140800,140800,0,0,0,867604,3652,3652,411614,226,226
7419,101928596,147974,147974,101060434,147416,147416,95726208,143360,143360,0,0,0,868162,558,558,411996,382,382
7426,102083951,155355,155355,101213976,153542,153542,95873536,147328,147328,0,0,0,869975,1813,1813,412106,110,110
7433,102240041,156090,156090,101369801,155825,155825,96026880,153344,153344,0,0,0,870240,265,265,412120,14,14
7442,102396927,156886,156886,101526191,156390,156390,96182528,155648,155648,0,0,0,870736,496,496,412428,308,308
7450,102557882,160955,160955,101685564,159373,159373,96338816,156288,156288,0,0,0,872318,1582,1582,412825,397,397
7457,102719101,161219,161219,101846612,161048,161048,96498048,159232,159232,0,0,0,872489,171,171,412918,93,93
7464,102881421,162320,162320,102008370,161758,161758,96658944,160896,160896,0,0,0,873051,562,562,413386,468,468
7477,103044981,163560,163560,102171138,162768,162768,96820608,161664,161664,0,0,0,873843,792,792,413910,524,524
7484,103210699,165718,165718,102335421,164283,164283,96983296,162688,162688,0,0,0,875278,1435,1435,414143,233,233
7490,103376938,166239,166239,102501355,165934,165934,97147392,164096,164096,0,0,0,875583,305,305,414341,198,198
7502,103544632,167694,167694,102668865,167510,167510,97313152,165760,165760,0,0,0,875767,184,184,414341,0,0
7518,103719245,174613,174613,102840736,171871,171871,97480576,167424,167424,0,0,0,878509,2742,2742,416907,2566,2566
7526,103906202,186957,186957,103027544,186808,186808,97652352,171776,171776,0,0,0,878658,149,149,416924,17,17
7540,104104270,198068,198068,103224057,196513,196513,97838976,186624,186624,0,0,0,880213,1555,1555,418210,1286,1286
7547,104311642,207372,207372,103431296,207239,207239,98035328,196352,196352,0,0,0,880346,133,133,418234,24,24
7554,104526756,215114,215114,103646293,214997,214997,98242432,207104,207104,0,0,0,880463,117,117,418264,30,30
7561,104749574,222818,222818,103869012,222719,222719,98457344,214912,214912,0,0,0,880562,99,99,418278,14,14
7569,104975983,226409,226409,104095222,226210,226210,98679936,222592,222592,0,0,0,880761,199,199,418330,52,52
7581,105211733,235750,235750,104329316,234094,234094,98905984,226048,226048,0,0,0,882417,1656,1656,419766,1436,1436
7588,105452138,240405,240405,104569253,239937,239937,99139968,233984,233984,0,0,0,882885,468,468,420112,346,346
7594,105452138,15312,0,104569253,0,0,99139968,0,0,0,0,0,882885,0,0,420112,0,0
7604,105475918,23780,23780,104592790,23537,23537,99151872,11904,11904,0,0,0,883128,243,243,420144,32,32
7611,105500626,24708,24708,104617270,24480,24480,99175168,23296,23296,0,0,0,883356,228,228,420144,0,0
7619,105534714,34088,34088,104650987,33717,33717,99199488,24320,24320,0,0,0,883727,371,371,420186,42,42
7624,105577941,43227,43227,104694145,43158,43158,99233024,33536,33536,0,0,0,883796,69,69,420186,0,0
7633,105630714,52773,52773,104746734,52589,52589,99276032,43008,43008,0,0,0,883980,184,184,420195,9,9
7641,105692893,62179,62179,104808041,61307,61307,99328512,52480,52480,0,0,0,884852,872,872,420521,326,326
7655,105765158,72265,72265,104878547,70506,70506,99389696,61184,61184,0,0,0,886611,1759,1759,422145,1624,1624
7670,105849351,84193,84193,104960344,81797,81797,99460096,70400,70400,0,0,0,889007,2396,2396,423695,1550,1550
7679,105944003,94652,94652,105053837,93493,93493,99541760,81664,81664,0,0,0,890166,1159,1159,424729,1034,1034
7687,106045382,101379,101379,105155015,101178,101178,99635072,93312,93312,0,0,0,890367,201,201,424755,26,26
7695,106153894,108512,108512,105263400,108385,108385,99736064,100992,100992,0,0,0,890494,127,127,424777,22,22
7702,106268344,114450,114450,105377568,114168,114168,99844352,108288,108288,0,0,0,890776,282,282,424975,198,198
7716,106389963,121619,121619,105497045,119477,119477,99958400,114048,114048,0,0,0,892918,2142,2142,426950,1975,1975
7732,106525555,135592,135592,105630359,133314,133314,100077696,119296,119296,0,0,0,895196,2278,2278,429090,2140,2140
7742,106671724,146169,146169,105776291,145932,145932,100210816,133120,133120,0,0,0,895433,237,237,429103,13,13
7751,106824928,153204,153204,105929112,152821,152821,100356608,145792,145792,0,0,0,895816,383,383,429205,102,102
7759,106987900,162972,162972,106091598,162486,162486,100509312,152704,152704,0,0,0,896302,486,486,429523,318,318
7766,107154030,166130,166130,106257616,166018,166018,100671616,162304,162304,0,0,0,896414,112,112,429535,12,12
7773,107325837,171807,171807,106428247,170631,170631,100837120,165504,165504,0,0,0,897590,1176,1176,429799,264,264
7784,107498882,173045,173045,106600081,171834,171834,101007616,170496,170496,0,0,0,898801,1211,1211,430902,1103,1103
7791,107677838,178956,178956,106778912,178831,178831,101179392,171776,171776,0,0,0,898926,125,125,430937,35,35
7802,107863502,185664,185664,106963214,184302,184302,101358080,178688,178688,0,0,0,900288,1362,1362,432218,1281,1281
7817,108056142,192640,192640,107151535,188321,188321,101542272,184192,184192,0,0,0,904607,4319,4319,434157,1939,1939
7825,108251074,194932,194932,107344211,192676,192676,101730432,188160,188160,0,0,0,906863,2256,2256,434568,411,411
7832,108446494,195420,195420,107539295,195084,195084,101922944,192512,192512,0,0,0,907199,336,336,434838,270,270
7840,108644885,198391,198391,107737342,198047,198047,102117888,194944,194944,0,0,0,907543,344,344,434982,144,144
7849,108844867,199982,199982,107936501,199159,199159,102315776,197888,197888,0,0,0,908366,823,823,435622,640,640
7857,109046908,202041,202041,108138176,201675,201675,102514816,199040,199040,0,0,0,908732,366,366,435913,291,291
7867,109255851,208943,208943,108346049,207873,207873,102716416,201600,201600,0,0,0,909802,1070,1070,436841,928,928
7885,109478028,222177,222177,108565417,219368,219368,102924160,207744,207744,0,0,0,912611,2809,2809,439369,2528,2528
7904,109711435,233407,233407,108795828,230411,230411,103143424,219264,219264,0,0,0,915607,2996,2996,442047,2678,2678
7912,109956659,245224,245224,109040671,244843,244843,103373696,230272,230272,0,0,0,915988,381,381,442129,82,82
7918,109956659,13737,0,109040671,0,0,103373696,0,0,0,0,0,915988,0,0,442129,0,0
7924,109977928,21269,21269,109061879,21208,21208,103385600,11904,11904,0,0,0,916049,61,61,442129,0,0
7936,110000027,22099,22099,109083698,21819,21819,103406592,20992,20992,0,0,0,916329,280,280,442151,22,22
7944,110029903,29876,29876,109113324,29626,29626,103428224,21632,21632,0,0,0,916579,250,250,442241,90,90
7951,110072503,42600,42600,109152841,39517,39517,103457664,29440,29440,0,0,0,919662,3083,3083,442614,373,373
7963,110115402,42899,42899,109195465,42624,42624,103496960,39296,39296,0,0,0,919937,275,275,442657,43,43
7972,110169865,54463,54463,109245804,50339,50339,103539456,42496,42496,0,0,0,924061,4124,4124,443116,459,459
7980,110224776,54911,54911,109300294,54490,54490,103589632,50176,50176,0,0,0,924482,421,421,443341,225,225
7990,110282543,57767,57767,109357789,57495,57495,103643904,54272,54272,0,0,0,924754,272,272,443359,18,18
7998,110348297,65754,65754,109423399,65610,65610,103701248,57344,57344,0,0,0,924898,144,144,443374,15,15
8005,110425959,77662,77662,109498341,74942,74942,103766656,65408,65408,0,0,0,927618,2720,2720,443644,270,270
8015,110503855,77896,77896,109576027,77686,77686,103841408,74752,74752,0,0,0,927828,210,210,443680,36,36
8026,110583419,79564,79564,109655258,79231,79231,103918976,77568,77568,0,0,0,928161,333,333,443696,16,16
8034,110664928,81509,81509,109736441,81183,81183,103998080,79104,79104,0,0,0,928487,326,326,443758,62,62
8044,110748472,83544,83544,109818384,81943,81943,104079104,81024,81024,0,0,0,930088,1601,1601,443848,90,90
8053,110832988,84516,84516,109902221,83837,83837,104160896,81792,81792,0,0,0,930767,679,679,444364,516,516
8064,110921045,88057,88057,109989974,87753,87753,104244608,83712,83712,0,0,0,931071,304,304,444453,89,89
8073,111020746,99701,99701,110088682,98708,98708,104332160,87552,87552,0,0,0,932064,993,993,445320,867,867
8081,111128366,107620,107620,110196048,107366,107366,104430720,98560,98560,0,0,0,932318,254,254,445384,64,64
8089,111240508,112142,112142,110308060,112012,112012,104537856,107136,107136,0,0,0,932448,130,130,445392,8,8
8094,111358419,117911,117911,110425910,117850,117850,104649728,111872,111872,0,0,0,932509,61,61,445392,0,0
8114,111481981,123562,123562,110546793,120883,120883,104767360,117632,117632,0,0,0,935188,2679,2679,447740,2348,2348
8124,111612114,130133,130133,110676738,129945,129945,104888064,120704,120704,0,0,0,935376,188,188,447765,25,25
8132,111743847,131733,131733,110808292,131554,131554,105017856,129792,129792,0,0,0,935555,179,179,447785,20,20
8154,111880124,136277,136277,110941395,133103,133103,105149184,131328,131328,0,0,0,938729,3174,3174,450661,2876,2876
8167,112029433,149309,149309,111086525,145130,145130,105282048,132864,132864,0,0,0,942908,4179,4179,452496,1835,1835
8175,112179119,149686,149686,111235865,149340,149340,105426688,144640,144640,0,0,0,943254,346,346,452525,29,29
8184,112329755,150636,150636,111386292,150427,150427,105575936,149248,149248,0,0,0,943463,209,209,452600,75,75
8195,112486547,156792,156792,111538430,152138,152138,105726208,150272,150272,0,0,0,948117,4654,4654,453984,1384,1384
8203,112643778,157231,157231,111695247,156817,156817,105878144,151936,151936,0,0,0,948531,414,414,454098,114,114
8217,112802204,158426,158426,111853213,157966,157966,106034816,156672,156672,0,0,0,948991,460,460,454265,167,167
8228,112963866,161662,161662,112013773,160560,160560,106192640,157824,157824,0,0,0,950093,1102,1102,455144,879,879
8236,113135647,171781,171781,112183969,170196,170196,106353024,160384,160384,0,0,0,951678,1585,1585,455300,156,156
8247,113310676,175029,175029,112356090,172121,172121,106522752,169728,169728,0,0,0,954586,2908,2908,456116,816,816
8263,113488593,177917,177917,112531303,175213,175213,106694784,172032,172032,0,0,0,957290,2704,2704,456946,830,830
8273,113669285,180692,180692,112710812,179509,179509,106869888,175104,175104,0,0,0,958473,1183,1183,457954,1008,1008
8284,113851480,182195,182195,112891767,180955,180955,107049344,179456,179456,0,0,0,959713,1240,1240,458942,988,988
8297,114038281,186801,186801,113074516,182749,182749,107230208,180864,180864,0,0,0,963765,4052,4052,460190,1248,1248
8305,114225465,187184,187184,113261380,186864,186864,107412864,182656,182656,0,0,0,964085,320,320,460408,218,218
8329,114417707,192242,192242,113448980,187600,187600,107599616,186752,186752,0,0,0,968727,4642,4642,464946,4538,4538
8336,114615152,197445,197445,113646052,197072,197072,107787136,187520,187520,0,0,0,969100,373,373,465207,261,261
8344,114819734,204582,204582,113850387,204335,204335,107984128,196992,196992,0,0,0,969347,247,247,465265,58,58
8352,115028779,209045,209045,114059217,208830,208830,108188416,204288,204288,0,0,0,969562,215,215,465348,83,83
8367,115243080,214301,214301,114271739,212522,212522,108397184,208768,208768,0,0,0,971341,1779,1779,466203,855,855
8377,115462880,219800,219800,114490247,218508,218508,108609664,212480,212480,0,0,0,972633,1292,1292,466459,256,256
8383,115685242,222362,222362,114712111,221864,221864,108828032,218368,218368,0,0,0,973131,498,498,466853,394,394
8397,115909077,223835,223835,114935747,223636,223636,109049728,221696,221696,0,0,0,973330,199,199,466853,0,0
8419,116138483,229406,229406,115161438,225691,225691,109273216,223488,223488,0,0,0,977045,3715,3715,470171,3318,3318
8425,116377123,238640,238640,115400017,238579,238579,109498752,225536,225536,0,0,0,977106,61,61,470190,19,19
8434,116619378,242255,242255,115641113,241096,241096,109737216,238464,238464,0,0,0,978265,1159,1159,471202,1012,1012
8440,116619378,13980,0,115641113,0,0,109737216,0,0,0,0,0,978265,0,0,471202,0,0
8450,116641613,22235,22235,115663145,22032,22032,109749120,11904,11904,0,0,0,978468,203,203,471263,61,61
8459,116667556,25943,25943,115688791,25646,25646,109771008,21888,21888,0,0,0,978765,297,297,471287,24,24
8467,116703238,35682,35682,115724212,35421,35421,109796480,25472,25472,0,0,0,979026,261,261,471303,16,16
8477,116750119,46881,46881,115770865,46653,46653,109831680,35200,35200,0,0,0,979254,228,228,471316,13,13
8485,116804286,54167,54167,115824528,53663,53663,109878144,46464,46464,0,0,0,979758,504,504,471562,246,246
8494,116866348,62062,62062,115886400,61872,61872,109931648,53504,53504,0,0,0,979948,190,190,471587,25,25
8501,116932165,65817,65817,115951685,65285,65285,109993344,61696,61696,0,0,0,980480,532,532,471868,281,281
8509,117004224,72059,72059,116022556,70871,70871,110058112,64768,64768,0,0,0,981668,1188,1188,472105,237,237
8517,117076764,72540,72540,116094819,72263,72263,110128896,70784,70784,0,0,0,981945,277,277,472143,38,38
8525,117153772,77008,77008,116171523,76704,76704,110200960,72064,72064,0,0,0,982249,304,304,472271,128,128
8534,117237844,84072,84072,116255204,83681,83681,110277504,76544,76544,0,0,0,982640,391,391,472326,55,55
8541,117322400,84556,84556,116339368,84164,84164,110361088,83584,83584,0,0,0,983032,392,392,472440,114,114
8549,117409912,87512,87512,116426627,87259,87259,110445056,83968,83968,0,0,0,983285,253,253,472551,111,111
8558,117499063,89151,89151,116515424,88797,88797,110532224,87168,87168,0,0,0,983639,354,354,472586,35,35
8570,117592779,93716,93716,116607798,92374,92374,110620928,88704,88704,0,0,0,984981,1342,1342,473668,1082,1082
8580,117688436,95657,95657,116702360,94562,94562,110713216,92288,92288,0,0,0,986076,1095,1095,474456,788,788
8591,117792604,104168,104168,116805468,103108,103108,110807680,94464,94464,0,0,0,987136,1060,1060,475287,831,831
8599,117905099,112495,112495,116917366,111898,111898,110910592,102912,102912,0,0,0,987733,597,597,475749,462,462
8607,118022001,116902,116902,117034034,116668,116668,111022336,111744,111744,0,0,0,987967,234,234,475852,103,103
8615,118140573,118572,118572,117152219,118185,118185,111138816,116480,116480,0,0,0,988354,387,387,476123,271,271
8624,118263267,122694,122694,117271552,119333,119333,111256832,118016,118016,0,0,0,991715,3361,3361,476632,509,509
8632,118386876,123609,123609,117394317,122765,122765,111376000,119168,119168,0,0,0,992559,844,844,476785,153,153
8639,118511017,124141,124141,117518141,123824,123824,111498624,122624,122624,0,0,0,992876,317,317,476926,141,141
8647,118637480,126463,126463,117643792,125651,125651,111622272,123648,123648,0,0,0,993688,812,812,477386,460,460
8654,118764378,126898,126898,117770419,126627,126627,111747840,125568,125568,0,0,0,993959,271,271,477543,157,157
8661,118892179,127801,127801,117898029,127610,127610,111874304,126464,126464,0,0,0,994150,191,191,477615,72,72
8669,119024075,131896,131896,118027640,129611,129611,112001792,127488,127488,0,0,0,996435,2285,2285,478131,516,516
8679,119156360,132285,132285,118159601,131961,131961,112131200,129408,129408,0,0,0,996759,324,324,478220,89,89
8686,119295303,138943,138943,118298288,138687,138687,112263040,131840,131840,0,0,0,997015,256,256,478236,16,16
8698,119435999,140696,140696,118437324,139036,139036,112401536,138496,138496,0,0,0,998675,1660,1660,479134,898,898
8708,119581145,145146,145146,118580168,142844,142844,112540416,138880,138880,0,0,0,1000977,2302,2302,479600,466,466
8715,119727665,146520,146520,118726047,145879,145879,112682752,142336,142336,0,0,0,1001618,641,641,479864,264,264
8724,119874719,147054,147054,118872627,146580,146580,112828544,145792,145792,0,0,0,1002092,474,474,480109,245,245
8732,120029501,154782,154782,119027117,154490,154490,112974976,146432,146432,0,0,0,1002384,292,292,480159,50,50
8739,120188869,159368,159368,119186378,159261,159261,113129344,154368,154368,0,0,0,1002491,107,107,480184,25,25
8746,120349653,160784,160784,119347046,160668,160668,113288448,159104,159104,0,0,0,1002607,116,116,480197,13,13
8753,120514707,165054,165054,119509010,161964,161964,113448960,160512,160512,0,0,0,1005697,3090,3090,480713,516,516
8760,120680070,165363,165363,119674091,165081,165081,113610880,161920,161920,0,0,0,1005979,282,282,480873,160,160
8768,120849469,169399,169399,119843239,169148,169148,113775872,164992,164992,0,0,0,1006230,251,251,480967,94,94
8775,121022645,173176,173176,120015945,172706,172706,113944960,169088,169088,0,0,0,1006700,470,470,481352,385,385
8785,121199838,177193,177193,120190268,174323,174323,114117504,172544,172544,0,0,0,1009570,2870,2870,482174,822,822
8795,121378143,178305,178305,120368058,177790,177790,114291712,174208,174208,0,0,0,1010085,515,515,482340,166,166
8804,121559074,180931,180931,120547846,179788,179788,114469376,177664,177664,0,0,0,1011228,1143,1143,483374,1034,1034
8810,121740911,181837,181837,120729536,181690,181690,114649088,179712,179712,0,0,0,1011375,147,147,483451,77,77
8824,121924346,183435,183435,120912644,183108,183108,114830720,181632,181632,0,0,0,1011702,327,327,483546,95,95
8836,122112070,187724,187724,121098615,185971,185971,115013760,183040,183040,0,0,0,1013455,1753,1753,485098,1552,1552
8843,122308026,195956,195956,121294430,195815,195815,115199616,185856,185856,0,0,0,1013596,141,141,485148,50,50
8860,122509710,201684,201684,121493464,199034,199034,115395328,195712,195712,0,0,0,1016246,2650,2650,487605,2457,2457
8869,122715583,205873,205873,121698372,204908,204908,115594240,198912,198912,0,0,0,1017211,965,965,488470,865,865
8885,122932108,216525,216525,121912302,213930,213930,115799040,204800,204800,0,0,0,1019806,2595,2595,490920,2450,2450
8893,123156871,224763,224763,122136827,224525,224525,116012928,213888,213888,0,0,0,1020044,238,238,490987,67,67
8900,123391046,234175,234175,122370473,233646,233646,116237312,224384,224384,0,0,0,1020573,529,529,491415,428,428
8912,123629675,238629,238629,122607565,237092,237092,116470912,233600,233600,0,0,0,1022110,1537,1537,492743,1328,1328
